id,attention,progress-belief,progressbelief-recoded,humanprogress1,humanprogress2,humanprogress3,humanprogress4,inevitableprogress1,inevitableprogress2,inevitableprogress3,inevitableprogress4,humanprogress.mean,inevitableprogress.mean,moral-setback-example,humanintervention1,humanintervention2,humanintervention3,humanintervention4,divineintervention1,divineintervention2,divineintervention3,divineintervention4,humanintervention-mean,divineintervention-mean,crs-think,crs-believe,crs-services,crs-pray,crs-intervention,crs-mean,open-ended-why,gender - Selected Choice,gender - Prefer to self-identify: - Text,politics - Selected Choice,politics - Other - Text,age,religion,country,Choose one or more races that you consider yourself to be,"Are you of Spanish, Hispanic, or Latino origin?",religion-other
131,instructions,Yes,2,6,6,6,6,4,7,2,2,6,3.75,Donald Trump has revived racism and sexism in the United States.  He made it socially acceptable to be racist and sexist. This is a major set back for the citizens of the US,5,5,5,3,1,1,1,1,4.5,1,1,1,1,1,1,1,Yes I believe this is true. I believe people are born with morals and as they get older they learn their prejudices. We need to work to remove these prejudices.,Man,,Liberal,,45,Atheism,United States of America,White or Caucasian,No,
133,instructions,Not sure,1,7,6,5,6,3,4,4,3,6,3.5,not sure ,6,5,5,5,5,5,4,4,5.25,4.5,4,5,2,3,3,3.4,if no one is trying to improve how are we going to get better?,Man,,Conservative,,36,Baptist,United States of America,White or Caucasian,No,
61,instructions,Not sure,1,7,6,5,6,1,5,2,5,6,3.25,The Russian invasion of Ukraine,5,3,2,5,6,4,5,2,3.75,4.25,4,4,4,4,3,3.8,"Yes, because I think that most base instincts are to protect one's self to the detriment of others- we have to actively engage in discussions that promote goodwill and understanding",Woman,,Moderate,,32,Catholicism,United States of America,White or Caucasian,No,
16,instructions,Yes,2,7,7,7,3,7,3,1,1,6,3,Overturning of roe vs wade,7,5,5,4,1,1,1,1,5.25,1,1,1,1,1,1,1,"systems of entitlement, religion, racism, sexism, etc. do not change without people questioning them",Man,,Liberal,,38,Atheism,United States of America,White or Caucasian,No,
82,instructions,Not sure,1,5,6,6,7,2,4,4,2,6,3,Donald Trump lied about many things to become president and while he was president. ,5,5,4,4,2,4,1,1,4.5,2,1,5,1,4,4,3,"I believe this is true because many people seem to be driven by greed and power. Without the work of others to insure that moral progress is happening, the greedy and unethical people will take advantage of others to secure and maintain power.",Woman,,Liberal,,49,Spiritual but no religion,United States of America,White or Caucasian,No,
123,instructions,Yes,2,6,6,6,6,2,5,1,4,6,3,The recent legal  bans on gender affirming care for young people in several US states,5,4,4,4,1,1,1,1,4.25,1,2,1,1,1,1,1.2,"Yes. Morality is entirely created by people, and codified by the choices they make. So moral progress can only occur if people make choices, and act on them. And progress is a matter of more people seeing a different way to act, which only happens if some people work actively to spread that view/knowledge/ruleset.",Woman,,Liberal,,46,Atheism,United States of America,White or Caucasian,No,
124,instructions,Not sure,1,7,5,5,7,1,5,2,1,6,2.25,The move toward equity and away from equal opportunity.,7,7,5,5,1,1,1,1,6,1,3,2,2,1,2,2,I think moral progress can occur without actively working toward it but is more likely to occur if it is actively worked toward.,Man,,Conservative,,67,Methodist,United States of America,White or Caucasian,No,
67,instructions,Yes,2,6,7,7,5,6,6,6,6,6.25,6,Covid-19 has slowed down moral improvement or prevented it from happening.,7,7,5,5,7,7,7,7,6,7,5,5,5,5,5,5,"Yes, it is unquestionably true that people must actively and diligently work to improve the moral condition of the world.",Man,,Very liberal,,58,Islam,Bangladesh,Asian,No,
68,instructions,Yes,2,6,6,6,7,7,6,6,5,6.25,6,One example that comes to mind for me is George Floyd being held down by the police so hard and long that he passed away.,6,5,6,6,7,7,7,7,5.75,7,5,5,4,5,5,4.8,I believe this is true because when we are actively involved in an issue it keeps it relevant ,Woman,,Moderate,,67,Catholicism,United States of America,Black or African American,No,
132,instructions,Yes,2,7,6,5,7,6,6,6,6,6.25,6,Russia invading a neighboring country to control more territory. This resulted in a failed war with many lives loss and life-long enemies,1,3,4,3,4,4,3,4,2.75,3.75,2,4,1,2,2,2.2,"I believe all human naturally want a better life overall even when they have a great life. Having a better life includes having a safe, clean, and progressive environment with plenty of people sharing the goal to improve it",Man,,Liberal,,38,Spiritual but no religion,United States of America,Black or African American,No,
145,instructions,Yes,2,7,5,6,7,6,6,7,5,6.25,6,Russian attack on Ukraine,6,5,4,4,6,5,6,7,4.75,6,5,5,2,4,4,4,"This is true. Human life is about making choices. By making good choices, we contribute to making the world a better and more moral place..",Man,,Liberal,,69,Spiritual but no religion,United States of America,White or Caucasian,No,
134,instructions,Yes,2,6,6,6,7,5,6,6,5,6.25,5.5,9/11 was a substantial set back for moral progress. It shifted blame of many happenings on other countries as well as less trust in people in general.,5,6,4,5,2,1,2,1,5,1.5,2,2,1,1,1,1.4,"Yes, moral progress will only occur when people stand together for change. Revolution isn't the only way to make the world a better place from unethical standings. People's trust in doing what is right will always be one more step in the way of progress.",Man,,Liberal,,28,Agnosticism,United States of America,White or Caucasian,Yes,
35,instructions,Yes,2,7,6,5,7,5,7,5,4,6.25,5.25,Recent school shootings and mass shootings in general are setting moral progress back a good bit.  ,6,5,4,5,4,4,5,4,5,4.25,2,3,2,3,4,2.8,"I think if people do not behave in loving and caring ways, the world will not improve.  I think people can change the world for the better with kindness.  ",Man,,Moderate,,32,Baptist,United States of America,White or Caucasian,No,
2,instructions,Not sure,1,6,6,6,7,5,5,3,5,6.25,4.5,school shootings,5,4,5,2,5,4,4,5,4,4.5,3,5,3,2,4,3.4,"yes, i believe if no one sticks up for what is right then the bad will take over",Woman,,Moderate,,28,Non-denominational Christianity,United States of America,White or Caucasian,No,
95,instructions,Yes,2,6,6,6,7,4,6,4,4,6.25,4.5,George Floyd.  We have come so far with racial discrimination.  Who would ever thought that I'd see actual racial beatings in my lifetime.,6,6,6,4,7,6,4,6,5.5,5.75,3,5,3,5,5,4.2,This is true.  People and their beleifs and behaviors determine the progress of the world.,Woman,,Liberal,,51,Baptist,United States of America,"Black or African American,American Indian/Native American or Alaska Native",No,
119,instructions,Yes,2,7,5,7,6,5,6,3,4,6.25,4.5,When the Supreme Court overturned Roe v Wade,6,6,3,4,1,1,1,1,4.75,1,1,1,1,1,1,1,Yes. Things don't just get better on their own. It takes activits and sacrifice to push the bounds of what is acceptable (think Civil Rights Movement).,Man,,Very liberal,,26,Atheism,United States of America,White or Caucasian,No,
125,instructions,Yes,2,6,7,6,6,5,5,5,3,6.25,4.5,"I live in Florida and here there are many anti LGBTQ+ bills that are being passed, and to me that is definitely a set back in progress.",6,6,6,7,1,1,1,1,6.25,1,4,2,1,1,1,1.8,"Yes, I believe that progress doesn't just happen by itself, it takes people working hard and making sacrifices to see real progress.",Man,,Liberal,,35,Atheism,United States of America,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",Yes,
141,instructions,No,0,7,6,5,7,4,5,4,5,6.25,4.5,Militarized police force. Some people have had their homes destroyed by swat teams that looked like combat units because criminals ran into their homes and blockaded themselves in. The community governments refuse to compensate the property owners. ,7,5,5,7,5,4,4,4,6,4.25,3,5,2,3,4,3.4,Yes. Be the change.,Woman,,Moderate,,57,Islam,United States of America,White or Caucasian,No,
38,instructions,Not sure,1,6,7,6,6,4,5,4,4,6.25,4.25,Roe v Wade court case.,6,5,5,5,3,3,4,3,5.25,3.25,1,3,1,1,3,1.8,I believe this is true because in the end people are the ones who consider if something is morally correct or not.,Man,,Liberal,,18,Catholicism,United States of America,Asian,No,
62,instructions,Yes,2,7,7,5,6,5,5,5,2,6.25,4.25,abortion ban,7,5,5,5,1,1,1,1,5.5,1,1,1,1,1,1,1,I do. It takes a big group of people to make others feel uncomfortable for progress. People tend to feel like they are losing rights by giving others rights.,Woman,,Very liberal,,38,Agnosticism,United States of America,White or Caucasian,No,
9,instructions,Yes,2,6,6,6,7,3,5,2,4,6.25,3.5,mainline right wing anti-black and anti-lgbt stances,5,6,5,5,1,1,1,1,5.25,1,3,2,1,1,1,1.6,"Yes and no, I believe this is two parts: one working to define a moral framework (this is subjective) and working to actualize that moral framework. That said, things need action in order to progress both socially and in policy. Otherwise they would stagnate. ",Woman,,Liberal,,24,Judaism,United States of America,White or Caucasian,No,
73,instructions,Yes,2,6,7,6,6,2,4,5,2,6.25,3.25,Laws allowing for the murdering of unborn children are the opposite of moral progress,7,6,6,6,5,6,5,2,6.25,4.5,3,5,4,5,2,3.8,Moral progress has slipped throughout history. People need to fight for it.,Man,,Very conservative,,36,Catholicism,United States of America,White or Caucasian,No,
150,instructions,Yes,2,7,6,6,6,3,5,3,2,6.25,3.25,"I am thinking of the storming of the Al-Aqsa Mosque by Israeli troops during services where Palestinians were worshiping during Ramadan services, resulting in hundreds of arrests and multiple injuries, at one of the holiest sites in Islam and also Judaism.  This obviously inflames historical tensions and strains moral cohesion in intercommunity relations, setting back the interests of both.",2,2,2,2,2,3,1,4,2,2.5,2,3,1,1,2,1.8,"I believe it is true, because people are fallible, as are communities and relations among them.  So although I believe that human beings are primarily inclined to be good and have moral sense, the exercise of morality and the concept of what that is, both in close relationships and with others (broadly speaking) presents challenges which are characteristic of the human condition also.  So this is something that people have to work on, more or less inevitably.  Also, it is consistent with human desires to make the world better that moral progress occurs.",Man,,Liberal,,54,Spiritual but no religion,United States of America,"White or Caucasian,Black or African American",No,
49,instructions,Not sure,1,6,7,5,7,2,4,2,2,6.25,2.5,war in Ukraine,5,5,5,5,1,1,1,1,5,1,3,2,1,1,1,1.6,People are responsible for moral progress. Only our actions can cause things to change.,Man,,Liberal,,43,Agnosticism,United States of America,White or Caucasian,No,
6,innstructions,Yes,2,7,6,7,6,6,7,7,6,6.5,6.5,Killing of innocent people by police officers.,5,5,5,5,6,4,5,5,5,5,3,5,4,4,3,3.8,I believe this is true because people drive change in the world in general. Things do not happen on their own.,Man,,Moderate,,33,Catholicism,United States of America,White or Caucasian,No,
48,instructions,Yes,2,7,6,7,6,5,6,5,6,6.5,5.5,Blocking abortion rights,5,5,5,6,1,1,1,5,5.25,2,3,5,1,2,4,3,I believe that all people are connected and if people do not actively work to help each other the world will not get better.,Woman,,Liberal,,66,Spiritual but no religion,United States of America,White or Caucasian,No,
53,instructions,Yes,2,6,7,7,6,5,6,5,5,6.5,5.25,Abortion rights being taken away by certain states.,7,6,5,5,1,1,1,1,5.75,1,3,2,1,1,1,1.6,"I think it's true. If people did not work to make the world better, there would be people out there working to make the world worse unimpeded.",Man,,Very liberal,,30,Agnosticism,United States of America,White or Caucasian,No,
31,instructions,Yes,2,6,7,7,6,6,6,2,5,6.5,4.75,The reversal of Roe v. Wade,6,6,5,5,1,1,1,1,5.5,1,3,2,1,1,2,1.8,"I believe this to be true because in instances where there is a large amount of moral progress there is always a group of people that has to fight, whether peacefully or not, against the group that wishes to keep things immoral. Without those groups fighting back, we allow ourselves to be at the mercy of those above us who legislate morality.",Man,,Very liberal,,20,Atheism,United States of America,White or Caucasian,No,
27,instructions,Yes,2,7,7,6,6,4,5,4,3,6.5,4,Trans people being harrased.,6,6,7,5,1,1,1,1,6,1,2,1,1,1,2,1.4,"If people are complacent, then the next generation will be too.",Man,,Liberal,,26,Atheism,United States of America,White or Caucasian,No,
15,instructions,Yes,2,6,7,6,7,2,7,2,4,6.5,3.75,I think politicians and people advocating for removing rights of minorities around the world is halting moral progress.,6,6,6,6,1,1,1,1,6,1,1,1,1,1,1,1,"I believe this is true since if no one is willing to look inwards and challenge their own beliefs, there is no reason to change them.",Non-binary,,Very liberal,,22,Atheism,United States of America,Other,Yes,
44,instructions,No,0,7,7,5,7,2,5,3,5,6.5,3.75,The invasion of the us capitol on jan 6 2021,7,6,7,7,2,1,2,2,6.75,1.75,2,3,1,2,1,1.8,It is up to humans to create a moral world,Woman,,Very liberal,,59,Agnosticism,United States of America,White or Caucasian,No,
75,instructions,Yes,2,7,7,5,7,2,5,3,5,6.5,3.75,My sister in law almost killed her kid because she was high on drugs that was 2 years ago and hercourt date keeps getting pushed back. No justice. ,6,6,6,6,6,6,7,3,6,5.5,3,5,5,5,5,4.6,"Yes. Humans are at the top of the food chain if we don't make this world better, who will?",Man,,Liberal,,32,Catholicism,United States of America,White or Caucasian,No,
55,instructions,Not sure,1,7,7,6,6,3,5,3,3,6.5,3.5,I learned today that the Senate failed to advance the Equal Rights Amendment resolution ,7,6,6,7,1,1,1,1,6.5,1,3,2,2,3,3,2.6,"People need to work to make others aware of situations in which injustices are occurring. If no one does this, then it is difficult to gain support for something to be done. People, tend to live in their own private bubbles, and only worry about what affects them personally.",Woman,,Liberal,,49,Agnosticism,United States of America,White or Caucasian,No,
117,instructions,Yes,2,7,7,6,6,2,6,2,1,6.5,2.75,The constant oppressive legislation being passed in Florida against LGBTQ+ individuals ,7,6,5,6,1,1,1,1,6,1,3,1,1,1,1,1.4,I believe it is true because if people do nothing then people in power will take advantage of others because there are no consequences.,Man,,Liberal,,25,Atheism,United States of America,Other,Yes,
46,instructions,No,0,7,6,6,7,4,2,1,2,6.5,2.25,Doctors that are doing surgery on children to remove body parts to make them the gender they want to be.,7,6,7,7,7,6,7,7,6.75,6.75,5,5,5,5,5,5,This is true because even though people have free will we as humans must stay moral and teach others to be morel. ,Woman,,Conservative,,47,Methodist,United States of America,White or Caucasian,No,
107,instructions,Not sure,1,6,7,7,6,1,4,2,2,6.5,2.25,"Moving backwards on transgender rights by various ""red"" states.",7,7,6,7,1,1,1,1,6.75,1,2,3,1,2,1,1.8,"Nothing happens magically.  For any progress, moral or otherwise, people have to take action.  It is much easier to be morally bad than morally good, because often moral goodness means making personal sacrifice of some sort.  So it takes a concerted effort to make the world better.",Woman,,Liberal,,58,Catholicism,United States of America,White or Caucasian,No,
108,instructions,Not sure,1,7,6,6,7,2,2,2,3,6.5,2.25,"The shootings in Nashville, Uvalde among others are an example of things that prevent us from ascending to a higher morality. We are valuing firearms more than the senseless murders of innocent people. I think there is a balance to be struck between allowing gun ownership and making mass shootings a rarity at least. However, there are many who do not want to compromise on the issue. Therefore, we keep having these incidents where innocent people including children die.",7,5,6,5,2,1,1,1,5.75,1.25,2,2,1,2,2,1.8,"Religion has been used to justify some heinous acts. So, I believe it is people who need to take control  and improve the world around us. I think we should help ourselves and take responsibility for things rather than being passive. Even if you believe in God, there are choices that you have to make to ""good"" instead of ""evil"".",Woman,,Liberal,,45,Agnosticism,United States of America,White or Caucasian,No,
30,instructions,Yes,2,7,6,7,7,7,6,7,4,6.75,6,abortion restrictions,5,5,3,4,4,1,4,4,4.25,3.25,4,4,3,3,4,3.6,"Yes, people are driven to work for a better world through their experiences and own stories",Woman,,Very liberal,,33,Other,United States of America,White or Caucasian,No,
126,instructions,Yes,2,6,7,7,7,5,6,5,5,6.75,5.25,Many states making voting more difficult for minorities and poor citizens.,7,7,6,6,1,2,2,1,6.5,1.5,2,4,2,2,3,2.6,"There are forces both for and against moral progress. If those for it do not engage, then the forces against it will prevail.",Man,,Liberal,,57,Baptist,United States of America,White or Caucasian,No,
59,instructions,Yes,2,6,7,7,7,6,6,2,5,6.75,4.75,"One recent example of when moral progress has not occurred is the surge in anti-Asian hate crimes and incidents that have occurred in the United States and other countries in the wake of the COVID-19 pandemic. Despite decades of progress in promoting equality and diversity, the pandemic has fueled a rise in xenophobic and racist attitudes towards people of Asian descent, with many individuals being unfairly blamed and scapegoated for the spread of the virus.",6,7,5,5,1,1,1,1,5.75,1,1,1,1,1,1,1,"If people do not push for progress nothing will ever be done.  Look through history, progress comes from the bottom up more times than not.",Man,,Liberal,,39,Atheism,United States of America,White or Caucasian,No,
87,instructions,Yes,2,7,7,6,7,3,6,3,5,6.75,4.25,there continues to be school shootings and no justice can really be served from that.,5,6,5,6,1,1,1,1,5.5,1,1,1,1,1,1,1,"I believe that this is true because if we do not try to make the world better than it can only go in the other direciton, which is worse.",Man,,Conservative,,27,Atheism,United States of America,White or Caucasian,No,
20,instructions,No,0,7,6,7,7,2,5,2,6,6.75,3.75,The riots of January 6 2021 on the Capital.,6,3,4,4,6,4,4,6,4.25,5,3,5,2,3,3,3.2,"Morality is something that does not automatically occur.  The act of being moral requires the desire, commitment, and determination to think and act morally.",Man,,Liberal,,49,Baptist,United States of America,Black or African American,No,
24,instructions,Not sure,1,6,7,7,7,4,4,3,4,6.75,3.75,The Supreme Court of the US overturning Roe v Wade,5,6,5,6,1,1,1,1,5.5,1,1,1,1,1,1,1,The natural state of the human mind is one of superstition and barbarism.  An enlightened altruistic world requires active effort and cultivated secular morality to achieve.,Man,,Very liberal,,37,Atheism,United States of America,White or Caucasian,No,
69,instructions,Yes,2,7,7,7,7,5,7,7,7,7,6.5,the supreme court tossing roe v wade,7,6,6,5,1,2,1,3,6,1.75,3,3,2,2,3,2.6,"Yes, people need to strive to improve bad situations. The result otherwise is inertia. Things just keep going the way they did in the past. ",Woman,,Very liberal,,65,Buddhism,United States of America,White or Caucasian,No,
17,instructions,Yes,2,7,7,7,7,5,6,7,4,7,5.5,Trying to stop women's reproductive rights. ,7,6,7,3,5,1,2,4,5.75,3,4,4,3,4,3,3.6,"Yes, I believe this is true. I don't think moral progress just happens in fact it takes people who critically think about a situation and then start to talk about it with others to make these changes. People need to take action for change to occur it doesn't just happen out of the sky. Those voices and actions are what gets people to think further and then help with changes.",Woman,,Very liberal,,31,Catholicism,United States of America,White or Caucasian,No,
18,instructions,Yes,2,7,7,7,7,1,7,1,7,7,4,Roe v Wade being overturned.,7,7,7,7,1,1,1,1,7,1,2,5,1,2,3,2.6,"Yes, because it is people that decide what is considered moral, and can change that at any time.",Woman,,Moderate,,25,Non-denominational Christianity,United States of America,Black or African American,No,
92,instructions,No,0,7,7,7,7,4,4,4,4,7,4,Multiple US States adopting/signing bill to ban gender affirming care for youth,7,7,4,1,7,7,7,7,4.75,7,5,5,5,5,5,5,"Yes, we have to put active effort into making decisions between right and wrong as well as choosing to step up and step in when we see injustices happening. When we see someone or something being morally subdued and stripped of even basic human rights, if we don't say anything or do anything, then we are just as guilty as the ones doing the persecuting. ",Woman,,Moderate,,34,Non-denominational Christianity,United States of America,White or Caucasian,No,
128,instructions,Yes,2,7,7,7,7,2,5,4,2,7,3.25,Abortion rights and the right of people born female to have bodily autonomy are being stripped away by certain government officials in the USA.,4,7,4,5,1,1,1,1,5,1,4,2,1,2,3,2.4,"Yes, this is true because if we don't take action, then the action of others is what occurs. Progress is something that has to be maintained or else those who oppose it will have their way and dissolve progress. It all goes back to the tolerance paradox, where tolerating intolerance leads to intolerance. Our actions and inactions always have consequences whether good or bad. Taking a back seat puts someone else in the driver's seat. No matter spirituality, action is what gets things done.",Non-binary,,Very liberal,,34,Spiritual but no religion,United States of America,White or Caucasian,No,
3,instructions,Not sure,1,7,7,7,7,2,4,2,2,7,2.5,"Restricting access to healthcare based on a person's gender expression, child bearing capacity, and citizenship status",7,7,7,7,4,1,2,4,7,2.75,5,5,5,5,4,4.8,Yes I believe this is true because without active work moral progress becomes nothing more then an easily ignored empty slogan ,Woman,,Very liberal,,51,Islam,United States of America,White or Caucasian,No,
